Review,POSITIVE 
"Iâ€™ve been to the petrol station and collected points but have absolutely no idea what they are for??""",NEGATIVE
Couldnâ€™t even register as the app kept telling me my old password was invalid!,NEGATIVE
"Tried to register my new BP ME Reward card today, hopeless. Site is slow, hangs and hardly customer friendly.",NEGATIVE
Dosnt cover Ireland,NEGATIVE
Please sort the app out. All I get is the loading screen whilst trying to log on. Thanks,NEGATIVE
Not a user friendly app. It also keeps crashing on my phone. A lot of improvements needed.,NEGATIVE
"Every time you want to review your points message â€œsomething went wrongâ€� comes up. Tried to enter my bank details, no luck with that either. I think it needs a major update to make it work properly. BP â€œstealâ€� some ideas from the competition... Theirs work with no issues!!!!",NEGATIVE
Ridiculous that you canâ€™t download your reward card with barcode into apple wallet like most other reward cards. This means a number of fumbles clicks before you can pull up the barcode- meanwhile the queues at the till grow in number...,NEGATIVE
"""Every time I try to log in, Iâ€™m asked to verify with a code, then set secret question and then a PIN, only to be told that my email address is â€˜already registeredâ€™.",NEGATIVE
,POSITIVE
"I know that.  Thatâ€™s why Iâ€™m trying to log in and not â€˜registerâ€™ (and yes, I am tapping the correct on-screen â€˜buttonâ€™).",NEGATIVE
,POSITIVE
"Exasperated.""",NEGATIVE
"""There seem to be too many bugs in this system. Iâ€™ve set this up twice now and each time when trying to buy fuel Â£100 is pre authorised on my card. Then there is an error message and I have to just pay in store. The transaction is reversed on my card so money is lost.",NEGATIVE
,POSITIVE
Last time I used the reward card part of the app when the cashier scanned the reward card the entire till crashed and had to be rebooted! This resulted in me having to pay for my fuel twice. I now need to try and get a refund on one of the transactions.,NEGATIVE
,POSITIVE
"This is a good idea, just badly implemented and poorly tested.""",NEGATIVE
"""Population boxes not set correctly so the app doesnâ€™t prompt iOS for your email, name or password etc - what are BP paying the developer for!??",NEGATIVE
,POSITIVE
"Clunky, non intuitive and the data isnâ€™t accurate - sites donâ€™t have the facilities listed-  if BP donâ€™t know whatâ€™s on their site(s) I would be asking serious auditing questions or theyâ€™re not providing accurate data to the developer then this is serious fail.""",NEGATIVE
"Why on earth have an app and then the garage hands out bits of paper with offers etc, utterly bizarre",NEGATIVE
"Used this for some time without issue, then all if a sudden my card gets declined twice in succession. However, it works perfectly OK at the till. Donâ€™t know if the problem is with the app itself or with the verification process, but iâ€™m not going to risk having my card blocked.",NEGATIVE
Whilst most of the time this app works amazingly as it should I recently have nothing but issues every time I try and use the app to save time I end up using more time because all it says is we are having issues unlocking you pump please try again or speak to a member off staff nope staff donâ€™t have a clue I think Iâ€™ll just save my self the hassle and go somewhere I can pay at pump I have two small children donâ€™t have time to get them out car to pay and get them back in to leave crazy,NEGATIVE
"""So many security question (more then for setting up a bank account).",NEGATIVE
,POSITIVE
"Then after going through this hell, it is not possible to link the card and getting error message""",NEGATIVE
"""This app is pathetic. I may change my opinion if only I could get into it. My password has to be at least 10 digits long and include numbers and uppercase letters. It keeps accepting passwords then on the next screen say they arenâ€™t correct. Emails with links take you to the website and not the app. And of course BP arenâ€™t in when Iâ€™m doing this!",NEGATIVE
,POSITIVE
Seriously this is a total waste of time and I havenâ€™t had an issue like this with any other app. Time to sack the app developers and employ a school child. ,NEGATIVE
â€�â€�â€�â€�â€�â€�â€�â€�â€�â€�â€�â€�â€�-,POSITIVE
,POSITIVE
"I eventually managed to log on to this app but then it would not recognise my BP card. I wasnâ€™t told and it doesnâ€™t say to wait 24 hours. So now Iâ€™m up and running but I wonâ€™t be adding my credit card details, Iâ€™ll just the app to record the points I get the few times I use a BP petrol station.""",NEGATIVE
Itâ€™s meant to be easy but not worth the hassle,NEGATIVE
That is as far as it got !,NEGATIVE
"The sign up process is so utterly laborious, with so many steps that I gave up several months ago, simply couldnâ€™t be bothered with the aggro. I only recently signed up again due to the corona virus situation and the need to pay at pump. Honestly BP, look at how Esso and Shell have implemented registration in their apps and take a leaf out of their book.",NEGATIVE
"""After filling in all my details, verifying my email address via email, then verifying the password I set via a code sent to my email address, then verifying the pin that it asks you to set it took me 15 minutes to get started. That was only the start of the problem. After filling it up said there was a issue so I then went to talk to the cashier. He managed to find the transaction so the payment went through, yet the app then reminded me it hadnâ€™t. I had to force close the app to get rid of the message and in doing so it forgot all my details. Thankfully I got a receipt from the cashier.",NEGATIVE
,POSITIVE
"Itâ€™s a good idea but really poorly executed. The developers should be embarrassed.""",NEGATIVE
"Compared to others this is not fit for purpose. Asks for validation code, emails never received so you canâ€™t use the app. Shell or Esso far superior..",NEGATIVE
"""Successfully used this three times... in fifteen visits and twelve failed attempts. â€œSomething went wrongâ€� as an error message over and over is an exercise in uselessness.",NEGATIVE
"Unless walking to the cashier on crutches is an issue, really (no, REALLY) donâ€™t bother with this app.""",NEGATIVE
"""22/March - Sign up was terrible, signup button triggered by registration email didnâ€™t work. The warning shouldâ€™ve have been the link below that said click here if the button doesnâ€™t work.",NEGATIVE
,POSITIVE
"Will test mobile pay tomorrow (have favourited my local station and setup my debit card). Letâ€™s if theyâ€™ve sorted out locating stations and charging for the right amount.""",POSITIVE
Tried to use today but would not get past the confirm screen - connection time out. Had to resort to Apple Pay and limit to Â£30 of fuel. Have used for 2 years and found this app to be reliable only 50% of the time so itâ€™s somewhat pointless.,NEGATIVE
"""Havenâ€™t had any issues really in the time Iâ€™ve been using the app.",POSITIVE
Itâ€™s great for when youâ€™re on the motorbike too.  Saves issues removing helmet and other gear that get cards out etc..,POSITIVE
,POSITIVE
"Only issue Iâ€™ve had is other customers trying to stop me as they think Iâ€™m stealing fuel as I drive off!!""",POSITIVE
Internal error message,NEGATIVE
"""Spent 10 minutes trying to set up account, with no joy.  Keeps asking me to change password when logging in.  I give up",NEGATIVE
,POSITIVE
"I will just have to use shell or Esso instead.""",NEGATIVE
"""Does a great job. ",POSITIVE
,POSITIVE
"Enhancement request - please integrate Apple sign on and Apple Pay!""",POSITIVE
"""So I wrote a fairly long example of why this app didnâ€™t seem to bring any benifits, but lots of frustrations in my review around a year ago.",NEGATIVE
,POSITIVE
We are now in nearly April 2020 and I am delighted to update on the latest version(s) which seem to have addressed all of the initial bugs or frustrations.,POSITIVE
,POSITIVE
"This app now works very well, and is my preferred payment method, although seeing at the Collaboration with the M&S food courts are so good, I often go into the store to buy a few items and pay for the fuel and shopping together. Itâ€™s here that the app has its second usage as it doubles up as a loyalty card and it doesnâ€™t take long for the savings and offers to build it. ",POSITIVE
,POSITIVE
"It might have taken a few issues to get it working well, but BP you have nailed it now.",POSITIVE
,POSITIVE
Brilliant. ,POSITIVE
,POSITIVE
"Recommend to any of your customers to get.""",POSITIVE
The app doesnâ€™t allow you to add the barcode to the wallet app in iPhone.,NEGATIVE
Thanks for the upgrade that has killed the app it's now permanently stuck on the creating account screen,NEGATIVE
"""Not sure about the latest version but just tried to open the app which was working more than a week ago to find that the app wanted me to create an account. ",NEGATIVE
,POSITIVE
"Then when I tried to log in the screen just says hello what is going on!!""",NEGATIVE
Can't add payment card. Even after reinstall app. Will use Shell instead. More reliable.,NEGATIVE
This app has been hit and miss for me.  It worked when I first had the app.  Then it kept telling me my bank declined payment even though I followed the text by saying yes it was me. Today during covid 19 when I really need this to so I could maintain a social distances and avoid not having to go into the shop to pay the app just kept crashing.,NEGATIVE
Could you add the BPme rewards to the  wallet. Normally I walk with just my phone and end up loosing points because your card is not electronic.,NEGATIVE
"""Iâ€™d seen this advertised on forecourts for a while now but never thought about it until the recent covid issue. I thought it a win win for everyone, keep the station staff safer by not having to go in and hand over cash and me out of the queues inside. It is very easy to use, works flawlessly on my iPhone X and BPs YouTube videos showed me how it worked in practice. I was a little nervous about using it, I didnâ€™t want to fill up and drive away without paying. It is a little alien to just drive off but Iâ€™ll get used to it.  ",POSITIVE
,POSITIVE
" For those having issues, be sure to not mess around with the location settings of your phone or itâ€™ll never find the station youâ€™re at. Thanks BP for a smooth app.""",POSITIVE
"""Since the update, I now canâ€™t log on to my account when filling up, so now canâ€™t use the barcode on the app to collect my points. ",NEGATIVE
,POSITIVE
"The app takes too long to open when it did work, so if you donâ€™t use it to pay, as I donâ€™t as I have a company fuel card, and forget to open the app when I get to the filling station, by the time Iâ€™ve got to the till, it still hasnâ€™t opened to the barcode I need to swipe. ",NEGATIVE
,POSITIVE
"You need to sort this out as you are going to lose customers with this rubbish app.""",NEGATIVE
Downloaded this app set it all up the night before.  Went to local Bp filling station and tired it out. I double checked with store manager as I felt uncomfortable just driving off after a good chat with store manager this will be my new way of paying.  Top tip set up an email and your receipt will be emailed to you.  The app sets a limit of Â£100 to spend at the pump before you drive off check your app to make sure payment been received.  Well done BP,POSITIVE
"""Never!! ",NEGATIVE
,POSITIVE
Have I ever been so dissatisfied with an App! ,NEGATIVE
,POSITIVE
Bp?? Really lost for words?? ,NEGATIVE
,POSITIVE
You have put these loyalty cards out there.,NEGATIVE
There seems no reason for this?? As when you try to register?? And clearly cannot!! ,NEGATIVE
It then says to contact you???? ,NEGATIVE
,POSITIVE
Which I have just tried? ,NEGATIVE
Via email! ,POSITIVE
I have been told this??,NEGATIVE
Sorry we will look into this!! ,NEGATIVE
Hope this is helpful to you??,POSITIVE
No really not helpful?? ,NEGATIVE
Thanks for nothing Bp!! ,NEGATIVE
"Just a lot of wasted time!!! ðŸ˜¡ðŸ˜¡""",NEGATIVE
I use Chertsey BP station and while the app finds the correct station it will not let me select a pump and says they are unavailable. I was the only one getting fuel this afternoon. Tried this app now for at least two months and fully registered and payment card on it so I do not know what is wrong. Might start to use the Esso one again as this works. Itâ€™s just the BP is more convenient and I donâ€™t do it for the points,NEGATIVE
"Updated it so you canâ€™t login anymore, just created with a slink g wheel after being forced to click register again! Even when it does work (older version) it just opens a mobile browser where you need to login to redeem anyway!",NEGATIVE
"""Itâ€™s not the easiest app to use and itâ€™s almost impossible to get your reward points",NEGATIVE
"Once they fix these issues, this will be a slick app",NEGATIVE
"But for now, a lot more work is needed""",NEGATIVE
"Installed this app so I could pay for fuel at my local BP station to respect social distancing and not come into contact with staff. Filled up my car, tried to use the app and it didnâ€™t work so had to go inside and pay anyway. Absolutely useless, Iâ€™ll delete it.",NEGATIVE
"""Having been registered for BP rewards for a while I downloaded the app in order to pay for petrol without going into pay for it.  Total waste of time because it wonâ€™t log me in, keeps displaying message saying sorry an error has occurred. After the fifth time of trying, and reading the reviews of how this works, have deleted the app and will continue to pay in shop, to a person I can interact with, knowing exactly how much I have spent immediately.",NEGATIVE
"Great idea, but as with many other great virtual ideas, cannot replace actual real people. Great idea poorly executed - must try harder!""",NEGATIVE
I have missed out on so many points itâ€™s untrue. And I wish the service station staff would make up their minds whether they need the app before or after payment has been made if using it in store! If I Co LoI lad give I zero start I would!,NEGATIVE
Thought Iâ€™d give the app a try to avoid the covid19 queues. Entire app is buggy and clearly hasnâ€™t been user tested whatsoever. First attempt to pay results in an error and advise to pay in shop. What garbage.,NEGATIVE
Had Since covid -19 to stop going inside but doesnâ€™t work at all. Even the staff do not know how it works,NEGATIVE
Waste of time!,NEGATIVE
Weâ€™ll not install,NEGATIVE
"""The was working fine until I got the update sign saying please update to the newer version of BP app. Tried several times updating the app doesnâ€™t seem to work. ",NEGATIVE
,POSITIVE
"Itâ€™s a shame that I filled my car with ultimate diesel  fuel in order to earn more points. However, couldnâ€™t open my BP app.",NEGATIVE
,POSITIVE
"Thanks.""",POSITIVE
"I just put Â£16 of fuel in my car and paid for it with this app.  When I got home I checked my account - Â£100 had been debited, putting me into the red!  The Â£16 payment had not yet been processed.  BPâ€™s website blames the banks and the way they operate with pre-authorisation checks.  This is buck-passing.  Other online shops do pre authorisation checks WITHOUT debiting your account Â£100 so why doesnâ€™t BP?  I will now be out of pocket due to the bank imposing interest on the overdrawn account.  This is a rip off!  I will not be using either the app or BP filling stations again.",NEGATIVE
"""Been using for a while, very helpful.",POSITIVE
"But annoying atm as canâ€™t open the app as it says needs an update, takes you to AppStore where it just says open. Not update.""",NEGATIVE
App update useless.Will collect Nectar points elsewhere,NEGATIVE
Why no face recognition for login?,NEGATIVE
"Every time you get to the toll to pay for petrol the app wonâ€™t load, the app needs updating, the app canâ€™t be bothered absolutely hopeless - almost a con to save BP from crediting customers. I would leave zero stars but it wonâ€™t let me. And another thing every single nickname I try to add it wonâ€™t accept Iâ€™m on my 10th try with some of the most obscure names and numbers you could think off and it wonâ€™t let me submit.... may be it only accepts nicknames with 4 stars or more - absolutely hopeless",NEGATIVE
All I get at the moment is a message to update but that process doesnâ€™t work canâ€™t get any further,NEGATIVE
"""to pay attention to what at least half of the other reviewers have said on here!",NEGATIVE
Downloaded the latest version of this app yesterday ,POSITIVE
"Set up account and bank details, and received a welcome message informing me that all was ready to go.",POSITIVE
"I thought Iâ€™d try it out at my local brand new, super  hi-tech BP/M&S station on the A143 just outside Diss.",POSITIVE
Didnâ€™t work!,NEGATIVE
"The app recognised the fuel station via gps, recognised the entered pump number and the â€œfill tankâ€� option only to fail at the â€œunlocking pumpâ€� stage",NEGATIVE
"So, cancelled the attempt and fuelled/payed as normal.",NEGATIVE
"The girl at the checkout said that this was pretty much standard, due apparently to â€œpoor signalâ€� She said that most customers have said the app is more suited to inner city use (?!&Â£)",NEGATIVE
This despite my phone having a strong 4G signal at that location.,NEGATIVE
"So, back to Shell it is then!",NEGATIVE
,POSITIVE
"Just hoping that BP support doesnâ€™t try to â€œreach outâ€� to explain what might have gone wrong!""",NEGATIVE
"Very bad app. Can never get money off my shopping or fuel despite having over Â£30 on my card, although thats what the main perk is supposed to be. Seems like they just want you to sign up for Thier marketing benefits! My friends a family wanted to sign up! I stopped them! Nonsense loyalty programme",NEGATIVE
"""Same situation as noted by Verity. Brand new Service station at Diss and have tried and failed twice to pay at the pump. For me no other reason to use the App, especially when there is a queue outside the garage to pay in store.",NEGATIVE
,POSITIVE
"Useless.""",NEGATIVE
"""Utter garbage. Downloaded today as, due to recent events and with vulnerable relatives in family, am now determined to always pay via app from inside car and then do fuelling only to minimise contact. Have recently started doing this with the Shell app which has been totally smooth and trouble free. ",NEGATIVE
"Registered, saw no Apple Pay support so had to add my Revolut card as only had phone on me. Got error saying â€˜your bank has declined the transactionâ€™, which I thought was odd as had never had issues before. Nonetheless assumed it was a Revolut problem, so drove home and added not 1 but 2 other cards, each from a different bank. Came back, and both returned the same error. Between the 3 cards I tried - 3 different providers, some debit some credit, some Visa some MasterCard. So clearly an app issue. (To clarify - there WERE no declined transactions, the message is just a bug).",NEGATIVE
"Uninstalled and will use Shell from now on.""",NEGATIVE
Decent app interface and speedier now for accessing pay at pump. Still missing vital (but simple) features like Apple Pay for payment and Apple Wallet for easier use of BPMe card in-store.,POSITIVE
App never works properly for viewing how many points I have saved. Always says thereâ€™s an error and to check later. I think it has worked about 3 times over the many times Iâ€™ve tried to use it. Now itâ€™s not even letting me sign in.,NEGATIVE
"""The app works just fine and I have never had any problems with the full tank option or locating a station as some users have mentioned.",POSITIVE
"The only flaw however is that the receipt is not emailed as a PDF which makes it very difficult to submit a file to my online expenses app for work.""",POSITIVE
"""always same issues login and canâ€™t use card Iâ€™m not the only. ",NEGATIVE
,POSITIVE
"Cmon marketing at BP sort this out.""",NEGATIVE
"Opened App it says update avail. Go to App Store and no update, just open app, so an endless loop sitting on garage forecourt alongside pump. Well done BP.",NEGATIVE
"""â€œApologies, there appear to be no pumps available right nowâ€�",NEGATIVE
,POSITIVE
Looks around and itâ€™s an empty forecourt in the late afternoon?,NEGATIVE
,POSITIVE
"I had this issue when it launched and thought that it was early days, Iâ€™ll wait for them to work out the kinks.",NEGATIVE
,POSITIVE
"Tried again just now, and look same message. Must be my account as everyone else seems to give it 4-5 stars.""",NEGATIVE
"This app is a joke, nobody thought about how it will be used in real life. Forcing you to install updates when youâ€™re sat in your car with a queue of angry motorists behind you is ridiculous!!! Let me use it, Iâ€™ll update later! Also, what currently happens is the app forces me to the App Store page, App Store says there isnâ€™t an update available and now Iâ€™m stuck in an infinite loop. At a time where we need to social distance youâ€™re now forcing me to go in the shop. Massive fail.",NEGATIVE
"""Tried 3 times, as I think it is a great idea. Worked once. Twice couldnâ€™t open pump. Sat there so long got out took petrol normal way. ",NEGATIVE
,POSITIVE
"Get this working good it will be great!""",POSITIVE
"""I downloaded this this morning as I did not want to go into our BP filling station for distancing reasons. Pulled up at pump, completed payment card details, got message to start using pump, then ... nothing. Had to reopen car door two or three times to see what the app was saying, finally the man in the filling station waved at me to indicate I should go over to him. App apparently not working today, so I ended up having to go inside to pay after all. Not impressed. The man in the car behind me was remarkably tolerant in the circumstances. ",NEGATIVE
,POSITIVE
"Just went back to most recent reviews and they seem to be universally negative. How can a major company like BP produce such a rubbish app?""",NEGATIVE
Terrible set up. Wonâ€™t create an account within the app. Tried going on line on a pc to add my BP card & it thinks itâ€™s a mobile device & wants me to either give my credit card details or redownload the app. Simple answer if I canâ€™t get the app to work is to not go to BP again!,NEGATIVE
"""Having tried many times to log in It is not worth the effort anymore. I contacted BP rewards team and at their request deleted old App re-installed new version and bingo it worked. However, I decided it was time to change my password, received link and duly changed. Tried to log back in same problem as the old App had returned.",NEGATIVE
"I give it one star as I like the colour.""",NEGATIVE
"Your app seems to have lots of faults. Itâ€™s so frustrating. Constantly typing in a password and getting error, then changing a password and getting â€œcant use the old oneâ€� WHEN THE OLD ONE NEVER WORKED ANYWAY!!!",NEGATIVE
Used to be okay but now canâ€™t even log in just says â€˜something went wrong please try again,NEGATIVE
"""Setting this up was great, checking into a pump was fine. But I kept getting a â€˜payment declined by bankâ€™ message so got no further. Tried re-registering bank card, tried another one, same result.",NEGATIVE
,POSITIVE
"Had to limp home with empty tank, get physical card, fill up and pay inside, using the buttons on the card machine. Asked cashier why app did t work but he had â€˜no ideaâ€™.",NEGATIVE
,POSITIVE
"So, my hopes of minimising physical contact were dashed. Having also now read horror stories of Â£100 being â€˜reservedâ€™ for up to 10 days, I think Iâ€™ll give up on this.",NEGATIVE
,POSITIVE
"What a shame. It seemed exactly what we all need right now.""",NEGATIVE
"Whenever I fill up I have to log back in or update the app. This time I couldnâ€™t use the app as it needed updating. The update link opened iTunes Store not App Store. The link in the store didnâ€™t update the app but simple took to the BPMe app ... which said it needed updating. Round and round in circles. Even manually searching in the App Store the BPMe app just opened the app rather than letting me update it. After 10 minutes of trying I gave up and searched for the a screenshot of the BP card for the station to scan - Iâ€™ve now saved this for future use instead of wasting time at the pumps and annoying everyone behind me. Since Iâ€™m buying a large tank of premium every time, the points matter. Shellâ€™s app seems much better.",NEGATIVE
I have never been able to add a credit card. I get a â€œsomething went wrong â€œ message,NEGATIVE
Hopeless keeps rejecting my password set even though it is 10 digits with numbers and upper and lower case letters.....,NEGATIVE
"This app is utterly useless! It worked fine until the last update but just will not work anymore. I've deleted, reinstalled several times. I've deleted previous card info but now can't re-register my fuel card even with a new activation code!!",NEGATIVE
"The app would be perfect for someone like me but it doesnâ€™t allow you to pay with Amex.. so as far as Iâ€™m concerned, itâ€™s useless until this simple fix is added.",NEGATIVE
"Awful app, never works and means you miss out on points. Go with Shell",NEGATIVE
The app just wonâ€™t work. It fails to load and exits.  Back to the physical card!,NEGATIVE
"Selected station and pump number, then Â£10 fuel option. Petrol filled up then stopped at Â£9. Couldnâ€™t add any extra to take me to Â£10 which Iâ€™d been charged for. Then went into the shop to query what had happened, they then said I needed to pay for my fuel bill of Â£9!!! Argh!! What is the point of using an app if it charges you for a fuel value the pump wonâ€™t allow you to take and the shop have no visibility of the payment. The shop didnâ€™t even know the app did this!! Iâ€™d like my Â£1 back for the fuel Iâ€™ve been charged for, that I wasnâ€™t allowed to fill up to the full value for.",NEGATIVE
"To begin with it was quite good. The. It stopped working, bank declined the transaction at the garage less than a mile from my home! The garage 55 miles from my home it worked fine! App then stopped working all together then started working again but again bank declined the transaction. In a time (June 2020) when reduced social contact is advised an app that allows contactless payment and fuel fill up would be really useful - if it worked!",NEGATIVE
"""I installed this app in the clearly mistaken belief that it would allow me to pay for fuel.",NEGATIVE
"Having struggled to even sign up, to have fought against password rules, to have had to deduce which three appa I have to use to make password reset work ... I now have an app",NEGATIVE
"for a rewards programme I have no intention of joining, but apparently not a means of paying for fuel.",NEGATIVE
"Nope.""",NEGATIVE
"I have collected points on 3 visits at the start of signing up, But that was it, the next 3 times I have lost over Â£170 worth of points as they didnâ€™t load onto my card!!",NEGATIVE
Over complicated and very very little back in return. Not worth the hassle,NEGATIVE
"Have been using App to keep note of points awards, but chose today to use to pay, you need to read up on the process first but it is vey simple, having linked credit card  (before using) you select petrol station once to arrive (and you can tell App this is your preferred location) and then which pump and after that whether you intend filling up or just a set amount, I chose fill up and as some have criticised it does initially put Â£100 onto your card as pending transaction, but seems only downside, overall very simple to use and saves time plus concerns you might have (during Covid pandemic) of having to go into shop to pay with card",POSITIVE
"""I always buy fuels for my car from bp for about a year.",POSITIVE
I always use bp app for points ,POSITIVE
"After I got some point worth for  a few pounds ,I start try to use those money from my BPme  app. But it is always decline and I canâ€™t use it, even I can see the amount of my points money on the app. After I tried for 2-3 times. I broke the BP card and threw in to the bin and I will delete this app from my phone after this comment. Why should I keep it for useless app and wasting time to scan when I buy the fuel.",NEGATIVE
" Not because of a few money , I feel unhappy because I felt I have being cheated.""",NEGATIVE
BP is absolute rubbish. Overpriced fuel without any benefit. When they have kicked out nectar that was the worst decision ever. BP Reward is a joke it started very well but sorry after few months absolutely nothing you will get nothing with this reward system. BP promised it will be great but is great rubbish. Pay over App another joke is declined all the time and there is nothing wrong with my bank I have checked every time when I have used BP station and BP IT is blaming bank ðŸ˜‚ðŸ¤£ another good joke. Well useless APP and Reward system is joke!!! Time to move to Esso back to nectar sorry BP but well disappointed with app and specially with your joke reward system. Bey bey ðŸ‘Ž,NEGATIVE
I cannot get this to work at all.   Every time I try to log in it says â€œSorry Something Went Wrongâ€�.   I guess BP doesnâ€™t want my custom - petrol is always a couple of pence more a litre than Esso or Shell anyway.,NEGATIVE
Registration was very easy and off I went to fill up. Registered 3 different cards with 2 different banks but none were useable at the BPme Wantage Petrol Station local to me. Phoned the banks who said there should be no problem. Phoned BPme who are investigating why I canâ€™t use the BPme app. Iâ€™m really keen to use the app as Iâ€™m Covid Extremely Vulnerable and Iâ€™m trying to avoid going in any petrol station shops to pay. Waiting to hear the outcome of bpmeâ€™s investigation.,NEGATIVE
"Put my card details in, selected the petrol station then wouldnâ€™t let me select the pump number or pay. Rubbish. Had to go into the shop which I wanted to avoid.",NEGATIVE
"The BP Garage in Clydebank , has the most friendly staff ,they are always willing  to help ,and the forecourt and shop is always clean .",POSITIVE
"Worked well then logged me out and has never been able to log in again. Just says something is wrong. Tried to set up new password which goes through then says something is wrong. After a while I have discovered what is wrong.... me wasting my time with this stupid app, so I deleted it and focused on filling up at shell... something is now right for me at least.",NEGATIVE
"I have used this app twice. The first time worked perfectly with the app recording the payment and an email sent recording the payment. The second time I used it, it all worked right up to the point when I confirmed the payment, when the app announced there had been an error and suggested I try again. This I did with the same result. On checking my credit card account I now see 2 pending transactions of Â£100 each! Clearly if the app failed it should have deleted the pending amounts.",NEGATIVE
Hi my app keeps logging out.,NEGATIVE
"When it worked, filling the petrol tank was a smooth transaction. A smug smile would cross my lips as I slid back into the drivers seat, watching the others traipse to the payment till in the driving rain.  Then my bankâ€™s (Lloydâ€™s) online security gets upgraded and the app stops working. I the transaction fails and I get a â€œwas this you?â€� Text from the bank, which tells me to try again 10 minutes later. Now I am a rain sodden, un-smugged punter, who now fills up at the cheapest (none BP) petrol station.",NEGATIVE
"""Due to pandemic I thought itâ€™d be safer to pay for fuel without going inside shop. Tried it in two stations today and it failed in both stations. ",NEGATIVE
,POSITIVE
First station I tried it displayed (no pumps available) although Iâ€™m parked next to one. So I called the station and they said they are aware of the fault but they havenâ€™t reported it yet ! ,NEGATIVE
,POSITIVE
"So I drove of to a second station I googled a few miles away, waited nearly 5mins for the app to unlock the pump and by the time I was done refuelling it displayed an error message saying something went wrong please pay inside the station! So I called the station while parked outside and requested to pay for the fuel by phone because the app failed, I was told I canâ€™t do that and I need to come in to pay! I said if I wanted to come in why would I be using the app ?",NEGATIVE
,POSITIVE
"In the end, I had to walk in and pay so donâ€™t bother""",NEGATIVE
"The old BP app used to have a feature whereby you could identify BP stations with an M&S food outlet â€“ that was really useful, and it seems it is no longer available. Please restore this as soon as possible!",POSITIVE
"Unfortunately never works, for the moment I just use to scan the loyalty card and hoping that someone someday will fix this nice app.",NEGATIVE
"Iâ€™ve tried to use this app probably 10 times and itâ€™s not worked on half of them. â€œWe are experiencing technical issues please go in and payâ€� often the issue, also has randomly lost card details. Not worth the hassle at all.",NEGATIVE
Used to work. They updated it and you end up in a loop trying to log in and then it says youâ€™re not near a station. Donâ€™t bother itâ€™s quicker to go in and pay.,NEGATIVE
"""Used to work fine. Now never able to use it. Either it thinks I have no payment method stored, or it canâ€™t a station (even if youâ€™re on the forecourt) or it just wonâ€™t unlock the pump.",NEGATIVE
"I used to think this app was brilliant, the perfect way to not worry about getting little children out and across busy forecourts. Now itâ€™s an unreliable piece of junk clogging up my phoneâ€™s memory.",NEGATIVE
"Please fix it BP.""",NEGATIVE
"""As many others have said, this app simply doesnâ€™t work the majority of the time. Every part of the registration process either fails or times-out the first several times you try it, likewise when you attempt to add a payment method.",NEGATIVE
"The Shell and Esso apps work flawlessly, seem much better designed and even support Apple Pay.",POSITIVE
"May try again in a few months, but until then Iâ€™ll be purchasing my petrol from the two companies with functional payment apps.""",NEGATIVE
"Takes ages to login, then you randomly get kicked out or told you have no payment cards setup etc.",NEGATIVE
Initially really great app and I thought the obvious way to pay during social distancing but no. App wouldnâ€™t load today then didnâ€™t recognise login. Had to give up and pay in store while I was queuing I got app to open but it could r find the station - I couldnâ€™t collect reward points as app frozen on blank screen by time I reached till. Iâ€™ve just spent an hour at home relaunching the app but it continually freezes. Not worth the agro - will look for an alternative.,NEGATIVE
"Tried to use this app but it was woefully slow to locate the petrol station (iPhone 8, strong 4G signal) and then wouldnâ€™t accept my debit card details. Deleted",NEGATIVE
Used to work fine but now constantly asking me to log in and always says there is no petrol station nearby when I am actually at the pump forcing me to pick it from a list. Same problem with my wifeâ€™s phone even after reinstalling. Just not worth the effort anymore.,NEGATIVE
"""This app is frustratingly difficult to use. ",NEGATIVE
,POSITIVE
"Itâ€™ll log me out seemingly at random, while Iâ€™m using the app. ",NEGATIVE
"Itâ€™ll regularly crash and refuse to load the selected page, becoming unresponsive. ",NEGATIVE
"It wonâ€™t even let me add my card as a payment method, crashes on the end screen every single time...",NEGATIVE
,POSITIVE
"Because of these issues I canâ€™t even register my card for BPme rewards, negating the entire point of this app. ",NEGATIVE
"Waste of time.""",NEGATIVE
Have downloaded the app. Had a nightmare trying to login (attempted about 7 times and have up). Tried again a day later and it logged me in automatically but canâ€™t register me for any BP rewards. Then logged me out on my next attempt and is now static standing on a blank white loading page. Really disappointing as I am a regular BP customer.,NEGATIVE
App keeps saying â€œerror try again laterâ€� when I try and put payment details on! Went to use at a BP petrol station and despite connecting to their free Wi-fi the app told me I wasnâ€™t connected to the internet! Not great!!,NEGATIVE
"Has worked properly about once but most of the time either says they can't identify a pump, that I have no registered payment card or the payment card has mysteriously disappeared from the app. A company with annual profits of $10 billion+ should probably do a lot better than this. Especially as the the equivalent Shell app has worked flawlessly. Also why no Apple Pay integration?",NEGATIVE
"""Will not recognise fuel stations",NEGATIVE
When it does there is a significant delay in unlocking pump and authorising payment ,NEGATIVE
Messages will appear to say there have been payment problems even if payment has gone through,NEGATIVE
Is not robust enough to rely on,NEGATIVE
"Is not quick enough to be considered as easier than the traditional method of filling up and going inside to pay.""",NEGATIVE
"""Seems like Iâ€™m just another of the countless numbers before me that find this app totally useless and unusable.",NEGATIVE
,POSITIVE
Struggled my way through creating an account due to the app glitching. ,NEGATIVE
,POSITIVE
